Customer_ID,Order_ID,Order_Date,Sales,Order_Sequence_Number
CK-12595,CA-2017-138611,2017-11-14,3.65,22
CK-12595,CA-2017-138611,2017-11-14,119.94,23
CK-12595,CA-2017-100902,2017-11-17,431.16,24
CK-12595,CA-2017-100902,2017-11-17,268.24,25
CK-12760,CA-2014-107755,2014-02-07,115.36,1
CK-12760,CA-2014-104976,2014-12-09,34.68,2
CK-12760,CA-2015-127754,2015-07-26,266.35,3
CK-12760,CA-2015-160696,2015-09-06,7.24,4
CK-12760,US-2016-140809,2016-02-01,56.45,5
CK-12760,CA-2016-101630,2016-02-19,25.71,6
CK-12760,CA-2016-101630,2016-02-19,8.67,7
CK-12760,CA-2016-101336,2016-11-13,36.63,8
CK-12760,CA-2016-101336,2016-11-13,140.75,9
CK-12760,CA-2016-101336,2016-11-13,77.55,10
CK-12760,CA-2016-101336,2016-11-13,24.88,11
CK-12760,US-2017-166611,2017-03-28,68.74,12
CK-12760,US-2017-117247,2017-10-09,66.65,13
CK-12760,US-2017-117247,2017-10-09,652.45,14
CL-11890,US-2016-150035,2016-12-01,16.74,1
CL-11890,CA-2017-121888,2017-09-15,39.99,2
CL-11890,CA-2017-121888,2017-09-15,242.48,3
CL-11890,CA-2017-121888,2017-09-15,16.28,4
CL-11890,CA-2017-121888,2017-09-15,782.94,5
CL-12565,CA-2014-116239,2014-03-04,354.90,1
CL-12565,CA-2014-131310,2014-07-12,11.26,2
CL-12565,CA-2014-131310,2014-07-12,123.14,3
CL-12565,CA-2014-127936,2014-09-02,21.24,4
CL-12565,CA-2014-125731,2014-09-10,1487.04,5
CL-12565,CA-2014-125731,2014-09-10,21.73,6
CL-12565,CA-2015-135580,2015-12-30,74.94,7
CL-12565,CA-2015-135580,2015-12-30,271.44,8
CL-12565,CA-2015-135580,2015-12-30,287.88,9
CL-12565,CA-2015-135580,2015-12-30,2548.56,10
CL-12565,CA-2015-135580,2015-12-30,68.52,11
CL-12565,CA-2016-106530,2016-05-08,10.69,12
CL-12565,CA-2016-106530,2016-05-08,1006.06,13
CL-12565,CA-2016-106530,2016-05-08,10.37,14
CL-12565,CA-2016-106530,2016-05-08,25.12,15
CL-12565,CA-2016-106530,2016-05-08,58.11,16
CL-12565,CA-2016-134803,2016-05-28,22.72,17
CL-12565,CA-2016-134803,2016-05-28,558.40,18
CL-12565,CA-2016-134803,2016-05-28,262.24,19
CL-12565,CA-2016-134803,2016-05-28,131.60,20
CL-12565,CA-2016-134803,2016-05-28,182.72,21
CL-12565,CA-2016-153178,2016-09-14,437.85,22
CL-12565,CA-2016-153178,2016-09-14,673.57,23
CL-12565,CA-2016-128867,2016-11-03,75.96,24
CL-12565,CA-2016-128867,2016-11-03,27.24,25
CL-12565,CA-2016-118129,2016-12-19,303.92,26
CL-12565,CA-2017-129567,2017-03-17,17.46,27
CL-12565,CA-2017-119452,2017-03-21,1805.88,28
CL-12700,CA-2016-149279,2016-04-24,3.11,1
CL-12700,CA-2016-149279,2016-04-24,1325.76,2
CL-12700,CA-2016-149279,2016-04-24,15.55,3
CL-12700,CA-2016-108875,2016-09-24,21.44,4
CL-12700,CA-2016-108875,2016-09-24,511.06,5
CL-12700,US-2017-166037,2017-01-28,449.91,6
CL-12700,CA-2017-159604,2017-04-14,8.76,7
CL-12700,CA-2017-141446,2017-09-16,18.00,8
CM-11815,CA-2014-151554,2014-11-14,20.74,1
CM-11815,CA-2014-127383,2014-12-31,49.57,2
CM-11815,CA-2016-110730,2016-09-23,13.68,3
CM-11815,CA-2017-140494,2017-03-10,111.96,4
CM-11815,CA-2017-145765,2017-05-28,15.55,5
CM-11815,CA-2017-145765,2017-05-28,195.96,6
CM-11815,CA-2017-145765,2017-05-28,271.97,7
CM-11815,CA-2017-121489,2017-08-21,572.58,8
CM-11815,CA-2017-121489,2017-08-21,33.18,9
CM-11815,CA-2017-121489,2017-08-21,388.70,10
CM-11935,CA-2015-147816,2015-09-24,35.12,1
CM-11935,US-2016-135923,2016-01-22,64.86,2
CM-11935,US-2016-135923,2016-01-22,451.14,3
CM-11935,US-2016-135923,2016-01-22,14.27,4
CM-12115,CA-2017-100524,2017-03-31,75.04,1
CM-12115,CA-2017-100524,2017-03-31,677.58,2
CM-12115,CA-2017-100524,2017-03-31,29.78,3
CM-12115,CA-2017-137414,2017-10-02,369.16,4
CM-12115,CA-2017-137414,2017-10-02,17.46,5
CM-12115,CA-2017-149699,2017-12-22,474.95,6
CM-12160,CA-2016-111493,2016-10-21,98.16,1
CM-12160,CA-2016-155530,2016-12-17,2003.52,2
CM-12160,CA-2017-162936,2017-08-18,23.18,3
CM-12160,US-2017-139955,2017-09-28,1.74,4
CM-12160,CA-2017-113453,2017-10-21,71.38,5
CM-12160,CA-2017-113453,2017-10-21,329.99,6
CM-12160,CA-2017-156412,2017-12-04,5.35,7
CM-12190,CA-2015-101154,2015-09-18,443.92,1
CM-12190,CA-2015-152527,2015-10-17,77.88,2
CM-12190,CA-2015-158554,2015-11-09,11.35,3
CM-12190,CA-2017-165386,2017-08-03,183.37,4
CM-12190,US-2017-118598,2017-11-16,119.94,5
CM-12190,CA-2017-146164,2017-12-22,31.16,6
CM-12190,CA-2017-146164,2017-12-22,607.52,7
CM-12235,CA-2016-101525,2016-05-01,19.44,1
CM-12235,CA-2016-101525,2016-05-01,109.92,2
CM-12235,CA-2016-101525,2016-05-01,11.16,3
CM-12235,CA-2016-149237,2016-05-26,26.94,4
CM-12235,CA-2016-155845,2016-08-12,1399.94,5
CM-12235,US-2016-114230,2016-11-27,39.81,6
CM-12235,CA-2016-144309,2016-12-10,679.96,7
CM-12385,CA-2015-145352,2015-03-16,8.34,1
CM-12385,CA-2015-145352,2015-03-16,46.74,2
CM-12385,CA-2015-145352,2015-03-16,6354.95,3
CM-12385,CA-2015-145352,2015-03-16,2.74,4
CM-12385,CA-2015-128027,2015-09-14,269.49,5
CM-12385,CA-2017-111738,2017-01-03,2022.27,6
CM-12385,CA-2017-111738,2017-01-03,9.12,7
CM-12385,CA-2017-119746,2017-11-23,6.46,8
CM-12385,CA-2017-119746,2017-11-23,11.52,9
CM-12385,CA-2017-119746,2017-11-23,222.38,10
CM-12445,CA-2014-133851,2014-06-09,7.36,1
CM-12445,CA-2014-133851,2014-06-09,23.10,2
CM-12445,CA-2016-145898,2016-09-26,29.90,3
CM-12445,CA-2016-145898,2016-09-26,51.45,4
CM-12445,CA-2016-145898,2016-09-26,35.40,5
CM-12445,CA-2016-145898,2016-09-26,7.83,6
CM-12445,CA-2016-133697,2016-10-20,51.02,7
CM-12445,CA-2016-133697,2016-10-20,25.25,8
CM-12445,CA-2016-133697,2016-10-20,56.69,9
CM-12655,CA-2015-168088,2015-03-19,65.58,1
CM-12655,CA-2015-168088,2015-03-19,383.47,2
CM-12655,CA-2015-140410,2015-11-03,42.60,3
CM-12655,CA-2015-140410,2015-11-03,89.97,4
CM-12655,CA-2015-140410,2015-11-03,1212.85,5
CM-12655,CA-2016-169026,2016-08-08,23.34,6
CM-12655,US-2016-113677,2016-11-13,14.94,7
CM-12655,US-2016-113677,2016-11-13,2279.96,8
CM-12655,CA-2017-113418,2017-10-01,1704.89,9
CM-12655,CA-2017-143126,2017-12-03,521.96,10
CM-12715,CA-2014-104563,2014-03-07,204.90,1
CM-12715,CA-2014-104563,2014-03-07,436.70,2
CM-12715,CA-2014-104563,2014-03-07,20.65,3
CM-12715,CA-2014-104563,2014-03-07,481.57,4
CM-12715,CA-2014-144974,2014-09-26,5.97,5
CM-12715,CA-2014-144974,2014-09-26,41.38,6
CM-12715,CA-2014-144974,2014-09-26,21.18,7
CM-12715,CA-2014-103492,2014-10-10,11.98,8
CM-12715,CA-2014-103492,2014-10-10,755.94,9
CM-12715,CA-2014-103492,2014-10-10,719.95,10
CM-12715,CA-2014-103492,2014-10-10,0.90,11
CM-12715,CA-2015-133585,2015-03-01,1228.00,12
CM-12715,CA-2015-133585,2015-03-01,55.33,13
Co-12640,US-2014-112949,2014-06-20,3.52,1
Co-12640,US-2014-112949,2014-06-20,471.90,2
Co-12640,CA-2014-136280,2014-11-29,5.04,3
Co-12640,CA-2014-162866,2014-12-27,32.95,4
Co-12640,CA-2014-162866,2014-12-27,30.02,5
Co-12640,CA-2015-147501,2015-08-02,558.40,6
Co-12640,CA-2015-147501,2015-08-02,6.37,7
Co-12640,CA-2016-140543,2016-06-29,191.88,8
CP-12085,CA-2014-127187,2014-12-04,129.98,1
CP-12085,CA-2015-145457,2015-03-24,46.90,2
CP-12085,CA-2016-128258,2016-03-30,11.34,3
CP-12085,CA-2016-113236,2016-05-26,184.70,4
CP-12085,CA-2016-113236,2016-05-26,47.92,5
CP-12085,US-2017-167402,2017-01-13,4164.05,6
CP-12085,US-2017-167402,2017-01-13,212.94,7
CP-12085,US-2017-167402,2017-01-13,209.94,8
CP-12085,US-2017-167402,2017-01-13,32.40,9
CP-12085,CA-2017-144064,2017-08-29,3.24,10
CP-12085,CA-2017-144064,2017-08-29,47.36,11
CP-12085,CA-2017-144064,2017-08-29,27.44,12
CP-12085,CA-2017-132430,2017-10-09,45.89,13
CP-12340,US-2014-148838,2014-03-17,34.86,1
CP-12340,US-2014-148838,2014-03-17,1579.75,2
CP-12340,US-2014-148838,2014-03-17,1071.58,3
CP-12340,US-2014-148838,2014-03-17,155.04,4
CP-12340,US-2014-148838,2014-03-17,613.91,5
CP-12340,CA-2015-105571,2015-11-07,16.15,6
CP-12340,CA-2015-105571,2015-11-07,1345.49,7
CP-12340,CA-2016-127642,2016-05-21,111.96,8
CP-12340,CA-2016-164889,2016-06-03,71.09,9
CP-12340,CA-2016-133613,2016-06-17,9.84,10
CP-12340,CA-2016-133613,2016-06-17,7.96,11
CP-12340,CA-2016-133613,2016-06-17,566.97,12
CP-12340,US-2016-108098,2016-10-14,177.00,13
CP-12340,CA-2017-168102,2017-04-24,113.57,14
CP-12340,CA-2017-117240,2017-07-23,13.13,15
CR-12580,CA-2016-155551,2016-04-18,230.38,1
CR-12580,CA-2016-155551,2016-04-18,9.66,2
CR-12580,CA-2016-101742,2016-09-23,10.53,3
CR-12580,CA-2016-165561,2016-11-24,25.35,4
CR-12580,US-2017-105998,2017-11-03,199.75,5
CR-12580,US-2017-105998,2017-11-03,1673.18,6
CR-12625,CA-2014-111003,2014-06-01,45.48,1
CR-12625,CA-2014-111003,2014-06-01,289.20,2
CR-12625,US-2014-112795,2014-08-23,19.44,3
CR-12625,CA-2016-162159,2016-09-16,121.78,4
CR-12730,CA-2014-166716,2014-08-20,421.37,1
CR-12730,CA-2016-164035,2016-06-12,23.12,2
CR-12730,CA-2016-137239,2016-08-22,3.32,3
CR-12730,CA-2016-137239,2016-08-22,113.55,4
CR-12730,CA-2016-137239,2016-08-22,134.29,5
CR-12730,CA-2017-116519,2017-10-13,904.90,6
CR-12820,CA-2015-128958,2015-01-24,13.12,1
CR-12820,CA-2017-159149,2017-02-17,89.07,2
CR-12820,CA-2017-159149,2017-02-17,175.44,3
CR-12820,CA-2017-159149,2017-02-17,438.34,4
CR-12820,US-2017-136868,2017-10-06,344.91,5
CR-12820,US-2017-136868,2017-10-06,319.96,6
CS-11845,CA-2014-130575,2014-12-14,9.26,1
CS-11845,CA-2015-136378,2015-04-02,9.16,2
CS-11845,US-2015-138716,2015-09-17,25.03,3
CS-11845,CA-2017-131828,2017-02-11,88.78,4
CS-11845,CA-2017-131828,2017-02-11,963.14,5
CS-11845,CA-2017-147452,2017-09-30,3.89,6
CS-11845,CA-2017-147452,2017-09-30,167.94,7
CS-11860,CA-2014-124618,2014-05-02,479.98,1
CS-11860,US-2014-121566,2014-06-30,6.60,2
CS-11860,US-2014-121566,2014-06-30,2.69,3
CS-11860,CA-2015-150413,2015-10-19,1.72,4
CS-11860,CA-2017-158883,2017-06-02,25.34,5
CS-11860,CA-2017-106047,2017-07-12,3.82,6
CS-11860,US-2017-123204,2017-07-21,17.48,7
CS-11950,US-2014-141257,2014-06-08,585.55,1
CS-11950,US-2014-159926,2014-11-18,51.00,2
CS-11950,US-2014-159926,2014-11-18,76.79,3
CS-11950,US-2014-159926,2014-11-18,539.96,4
CS-11950,US-2014-159926,2014-11-18,1.94,5
CS-11950,US-2014-159926,2014-11-18,60.31,6
CS-11950,CA-2015-151869,2015-09-25,20.04,7
CS-11950,CA-2015-151869,2015-09-25,102.58,8
CS-11950,US-2016-151827,2016-03-31,31.98,9
CS-11950,US-2016-151827,2016-03-31,280.78,10
CS-11950,CA-2016-120796,2016-04-03,99.85,11
CS-11950,CA-2016-159737,2016-09-03,8.81,12
CS-11950,CA-2016-161746,2016-10-21,242.14,13
CS-11950,CA-2016-161746,2016-10-21,12.39,14
CS-11950,CA-2016-161746,2016-10-21,19.96,15
CS-11950,CA-2016-161746,2016-10-21,340.92,16
CS-11950,CA-2017-102820,2017-05-07,419.94,17
CS-11950,CA-2017-118640,2017-07-20,69.71,18
CS-11950,CA-2017-144365,2017-10-24,11.68,19
CS-11950,US-2017-126053,2017-12-05,41.96,20
CS-11950,US-2017-126053,2017-12-05,9.45,21
CS-12130,CA-2014-118962,2014-08-05,20.94,1
CS-12130,CA-2014-118962,2014-08-05,110.96,2
CS-12130,CA-2014-118962,2014-08-05,340.14,3
CS-12130,CA-2015-102036,2015-09-21,199.74,4
CS-12130,US-2015-120712,2015-12-20,88.80,5
CS-12130,US-2016-144211,2016-08-28,15.48,6
CS-12130,US-2016-144211,2016-08-28,108.58,7
CS-12175,CA-2014-109302,2014-08-12,196.21,1
CS-12175,US-2016-159415,2016-04-17,79.12,2
CS-12175,CA-2016-157714,2016-09-26,9.99,3
CS-12175,CA-2017-161592,2017-04-06,8.10,4
CS-12175,CA-2017-117632,2017-05-12,238.62,5
CS-12175,CA-2017-117632,2017-05-12,7.77,6
CS-12175,CA-2017-117632,2017-05-12,19.17,7
CS-12175,CA-2017-117632,2017-05-12,285.48,8
CS-12250,CA-2014-162775,2014-01-13,11.36,1
CS-12250,CA-2014-162775,2014-01-13,50.94,2
CS-12250,CA-2014-162775,2014-01-13,646.74,3
CS-12250,CA-2014-162775,2014-01-13,5.64,4
CS-12250,CA-2014-162775,2014-01-13,572.58,5
CS-12250,US-2014-169390,2014-02-07,64.96,6
CS-12250,CA-2014-101560,2014-11-28,397.60,7
CS-12250,CA-2014-101560,2014-11-28,85.96,8
CS-12250,CA-2014-101560,2014-11-28,13.12,9
CS-12250,CA-2015-149811,2015-01-04,32.34,10
CS-12250,CA-2015-149811,2015-01-04,39.90,11
CS-12250,CA-2015-121041,2015-11-03,6.61,12
CS-12250,CA-2015-136420,2015-11-20,50.12,13
CS-12250,CA-2015-136420,2015-11-20,89.70,14
CS-12250,CA-2016-161095,2016-06-28,33.57,15
CS-12250,CA-2016-161095,2016-06-28,7.75,16
CS-12250,CA-2016-119641,2016-09-22,18.96,17
CS-12250,CA-2017-139080,2017-01-23,86.35,18
CS-12250,CA-2017-139080,2017-01-23,6.48,19
CS-12250,CA-2017-139080,2017-01-23,25.92,20
CS-12250,CA-2017-139080,2017-01-23,19.68,21
CS-12250,CA-2017-105487,2017-10-08,40.68,22
CS-12250,CA-2017-105487,2017-10-08,103.19,23
CS-12250,CA-2017-105487,2017-10-08,239.96,24
CS-12250,CA-2017-105487,2017-10-08,36.00,25
CS-12250,CA-2017-148992,2017-11-23,10.69,26
CS-12355,CA-2014-109043,2014-08-15,91.36,1
CS-12355,CA-2014-109043,2014-08-15,152.24,2
CS-12355,CA-2014-141005,2014-08-15,62.94,3
CS-12355,CA-2015-139164,2015-06-23,143.98,4
CS-12355,CA-2015-139164,2015-06-23,217.58,5
CS-12355,CA-2015-139164,2015-06-23,5.43,6
CS-12355,CA-2015-142755,2015-09-04,4.36,7
CS-12355,CA-2015-142755,2015-09-04,619.95,8
CS-12355,CA-2015-142755,2015-09-04,15.28,9
CS-12355,CA-2015-142755,2015-09-04,279.90,10
CS-12355,CA-2016-128111,2016-03-17,39.68,11
CS-12355,CA-2017-131233,2017-04-14,10.78,12
CS-12355,CA-2017-131233,2017-04-14,242.35,13
CS-12355,CA-2017-111269,2017-06-16,479.95,14
CS-12355,CA-2017-111269,2017-06-16,23.92,15
CS-12355,CA-2017-105053,2017-07-07,17.47,16
CS-12355,CA-2017-164364,2017-11-12,27.93,17
CS-12355,CA-2017-164364,2017-11-12,9.21,18
CS-12355,CA-2017-164364,2017-11-12,9.96,19
CS-12355,CA-2017-165687,2017-11-17,35.04,20
CS-12355,CA-2017-124296,2017-12-24,479.97,21
CS-12355,CA-2017-124296,2017-12-24,232.88,22
CS-12400,CA-2014-127586,2014-09-26,310.12,1
CS-12400,US-2015-119312,2015-10-02,270.34,2
CS-12400,CA-2016-133816,2016-05-10,743.99,3
CS-12400,CA-2016-140207,2016-11-05,29.12,4
CS-12400,US-2017-100930,2017-04-07,620.61,5
CS-12400,US-2017-100930,2017-04-07,233.86,6
CS-12400,US-2017-100930,2017-04-07,258.07,7
CS-12400,US-2017-100930,2017-04-07,617.98,8
CS-12400,US-2017-100930,2017-04-07,5.33,9
CS-12400,CA-2017-107293,2017-09-05,2.78,10
CS-12400,CA-2017-127096,2017-09-15,300.90,11
CS-12400,US-2017-119662,2017-11-13,230.38,12
CS-12400,CA-2017-135111,2017-12-28,25.90,13
CS-12400,CA-2017-135111,2017-12-28,2.48,14
CS-12460,US-2017-126179,2017-07-03,287.97,1
CS-12460,US-2017-126179,2017-07-03,23.99,2
CS-12460,CA-2017-148691,2017-12-03,3.15,3
CS-12460,CA-2017-148691,2017-12-03,83.92,4
CS-12460,CA-2017-148691,2017-12-03,136.99,5
CS-12460,CA-2017-148691,2017-12-03,14.62,6
CS-12490,CA-2015-128608,2015-01-12,10.38,1
CS-12490,CA-2015-128608,2015-01-12,107.12,2
CS-12490,CA-2015-128608,2015-01-12,235.19,3
CS-12490,CA-2015-128608,2015-01-12,26.38,4
CS-12490,CA-2015-128608,2015-01-12,10.37,5
CS-12490,CA-2016-144785,2016-04-18,6.99,6
CS-12490,CA-2016-118073,2016-08-12,562.29,7
CS-12490,CA-2016-100671,2016-11-01,111.67,8
CS-12505,CA-2014-100860,2014-03-26,18.75,1
CS-12505,CA-2015-159380,2015-05-12,25.68,2
CS-12505,CA-2015-159380,2015-05-12,12.84,3
CS-12505,CA-2016-134208,2016-09-17,396.00,4
CS-12505,CA-2016-121958,2016-11-13,52.14,5
CS-12505,CA-2016-108196,2016-11-25,4499.99,6
CS-12505,CA-2016-108196,2016-11-25,59.98,7
CS-12505,CA-2016-108196,2016-11-25,456.59,8
CS-12505,US-2017-115609,2017-11-02,168.10,9
CT-11995,CA-2014-166086,2014-05-07,16.14,1
CT-11995,CA-2014-166086,2014-05-07,194.25,2
CT-11995,CA-2014-166086,2014-05-07,8.64,3
CT-11995,CA-2014-166086,2014-05-07,872.32,4
CT-11995,CA-2014-138681,2014-12-20,51.97,5
CT-11995,CA-2014-138681,2014-12-20,71.98,6
CT-11995,CA-2014-138681,2014-12-20,242.35,7
CT-11995,CA-2014-138681,2014-12-20,221.92,8
CT-11995,CA-2014-138681,2014-12-20,8.45,9
CT-11995,CA-2015-145849,2015-09-15,190.86,10
CT-11995,CA-2015-145849,2015-09-15,24.32,11
CT-11995,US-2016-141264,2016-08-13,185.38,12
CT-11995,US-2016-141264,2016-08-13,58.92,13
CT-11995,US-2016-126893,2016-11-26,494.98,14
CT-11995,CA-2017-158106,2017-06-04,8.64,15
CT-11995,CA-2017-137085,2017-06-29,312.55,16
CT-11995,CA-2017-162481,2017-09-25,8.26,17
CT-11995,CA-2017-162481,2017-09-25,269.97,18
CV-12295,US-2014-137869,2014-03-28,6.12,1
CV-12295,US-2014-137869,2014-03-28,1184.72,2
CV-12295,CA-2014-151792,2014-09-02,239.98,3
CV-12295,CA-2016-123120,2016-09-04,63.94,4
CV-12295,CA-2016-123120,2016-09-04,22.72,5
CV-12295,CA-2016-123120,2016-09-04,60.60,6
CV-12295,US-2017-117534,2017-03-25,16.02,7
CV-12295,US-2017-117534,2017-03-25,185.92,8
CV-12295,US-2017-117534,2017-03-25,211.17,9
CV-12295,US-2017-117534,2017-03-25,479.98,10
CV-12295,US-2017-117534,2017-03-25,176.04,11
CV-12295,CA-2017-119655,2017-04-20,146.86,12
CV-12295,CA-2017-119655,2017-04-20,36.56,13
CV-12805,US-2016-144057,2016-05-09,76.64,1
CV-12805,US-2016-144057,2016-05-09,18.53,2
CV-12805,US-2016-144057,2016-05-09,856.66,3
CV-12805,US-2016-144057,2016-05-09,13.18,4
CV-12805,US-2016-144057,2016-05-09,48.78,5
CV-12805,CA-2016-120859,2016-09-01,21.88,6
CV-12805,CA-2017-157252,2017-01-20,207.85,7
CV-12805,CA-2017-164707,2017-02-18,167.98,8
CV-12805,CA-2017-164707,2017-02-18,109.53,9
CV-12805,CA-2017-164707,2017-02-18,9.82,10
CV-12805,CA-2017-151484,2017-04-20,51.97,11
CV-12805,CA-2017-151484,2017-04-20,332.70,12
CV-12805,CA-2017-151484,2017-04-20,42.41,13
CV-12805,CA-2017-151484,2017-04-20,51.34,14
CV-12805,CA-2017-135692,2017-04-27,220.27,15
CV-12805,CA-2017-135692,2017-04-27,33.12,16
CV-12805,CA-2017-146493,2017-06-01,53.90,17
CV-12805,CA-2017-137582,2017-09-04,11.81,18
CV-12805,CA-2017-146780,2017-12-25,41.96,19
CW-11905,CA-2014-133753,2014-06-09,7.99,1
CW-11905,CA-2014-133753,2014-06-09,70.37,2
CW-11905,CA-2014-133753,2014-06-09,63.98,3
CW-11905,CA-2015-119214,2015-01-23,29.04,4
CW-11905,CA-2015-119214,2015-01-23,14.62,5
CW-11905,CA-2015-156153,2015-05-31,7.56,6
CW-11905,CA-2016-119018,2016-11-04,4.18,7
CW-11905,CA-2016-119018,2016-11-04,7.71,8
CW-11905,CA-2016-119018,2016-11-04,38.88,9
CW-11905,CA-2017-161655,2017-05-13,299.52,10
CW-11905,CA-2017-152436,2017-12-08,592.74,11
CY-12745,US-2014-122959,2014-12-12,210.39,1
CY-12745,CA-2015-109708,2015-05-25,467.04,2
CY-12745,CA-2015-112144,2015-06-28,5.90,3
CY-12745,CA-2015-112144,2015-06-28,621.76,4
CY-12745,CA-2016-166163,2016-08-15,3.15,5
CY-12745,CA-2016-166163,2016-08-15,71.98,6
CY-12745,US-2016-101616,2016-09-03,87.28,7
CY-12745,CA-2017-130302,2017-09-14,895.94,8
CY-12745,CA-2017-130715,2017-09-16,17.90,9
CY-12745,CA-2017-117114,2017-10-31,9.91,10
CY-12745,CA-2017-117114,2017-10-31,508.77,11
DA-13450,US-2014-157406,2014-04-25,10.37,1
DA-13450,US-2014-157406,2014-04-25,6.24,2
DA-13450,US-2014-138835,2014-09-10,9.64,3
DA-13450,CA-2014-115133,2014-09-26,16.70,4
DA-13450,CA-2014-115133,2014-09-26,3.15,5
DA-13450,US-2017-158512,2017-01-12,40.08,6
DA-13450,US-2017-158512,2017-01-12,37.68,7
DB-12910,CA-2014-108707,2014-10-24,10.37,1
DB-12910,CA-2016-127985,2016-04-01,7.04,2
DB-12910,CA-2016-137176,2016-09-09,15.01,3
DB-12910,CA-2016-101672,2016-10-03,915.14,4
DB-12910,CA-2016-101672,2016-10-03,8.56,5
DB-12910,CA-2016-101672,2016-10-03,97.82,6
DB-12910,CA-2016-101672,2016-10-03,6.16,7
DB-12910,US-2017-159205,2017-03-31,671.93,8
DB-12910,US-2017-159205,2017-03-31,61.00,9
DB-12910,CA-2017-124898,2017-09-11,184.66,10
DB-12910,CA-2017-155089,2017-12-02,45.66,11
DB-12910,CA-2017-141201,2017-12-09,148.26,12
DB-12970,US-2014-159618,2014-11-12,16.66,1
DB-12970,US-2014-159618,2014-11-12,36.29,2
DB-12970,US-2014-159618,2014-11-12,79.51,3
DB-12970,US-2014-159618,2014-11-12,67.99,4
DB-12970,US-2014-159618,2014-11-12,2.67,5
DB-12970,CA-2015-141593,2015-12-14,273.57,6
DB-12970,CA-2015-141593,2015-12-14,34.25,7
DB-12970,CA-2015-141593,2015-12-14,55.26,8
DB-12970,CA-2015-141593,2015-12-14,6.48,9
DB-12970,CA-2016-162943,2016-07-24,253.76,10
DB-12970,CA-2016-110975,2016-12-25,313.18,11
DB-12970,CA-2016-110975,2016-12-25,866.65,12
DB-12970,CA-2017-132178,2017-05-03,69.52,13
DB-12970,CA-2017-132178,2017-05-03,763.44,14
DB-13060,CA-2014-104269,2014-03-01,457.57,1
DB-13060,CA-2014-128146,2014-06-21,3.76,2
DB-13060,CA-2014-128146,2014-06-21,1322.93,3
DB-13060,CA-2016-113292,2016-03-18,871.80,4
DB-13060,CA-2016-127369,2016-06-06,714.30,5
DB-13060,CA-2017-121258,2017-02-26,91.96,6
DB-13060,CA-2017-121258,2017-02-26,258.58,7
DB-13060,CA-2017-121258,2017-02-26,29.60,8
DB-13060,CA-2017-132353,2017-09-15,323.98,9
DB-13060,CA-2017-107629,2017-12-14,56.33,10
DB-13060,CA-2017-107629,2017-12-14,39.26,11
DB-13060,CA-2017-107629,2017-12-14,95.23,12
DB-13120,CA-2015-161998,2015-05-01,172.70,1
DB-13120,CA-2015-161998,2015-05-01,63.55,2
DB-13120,CA-2015-130204,2015-09-03,31.44,3
DB-13120,CA-2015-130204,2015-09-03,17.90,4
DB-13120,CA-2015-130204,2015-09-03,129.45,5
DB-13120,CA-2015-136700,2015-12-06,8.96,6
DB-13120,CA-2015-124653,2015-12-24,12.96,7
DB-13120,CA-2015-124653,2015-12-24,21.56,8
DB-13120,CA-2015-124653,2015-12-24,132.79,9
DB-13120,CA-2015-101889,2015-12-27,19.87,10
DB-13120,CA-2015-101889,2015-12-27,1548.99,11
DB-13120,US-2017-148551,2017-01-12,760.98,12
DB-13120,CA-2017-160514,2017-11-12,10.56,13
DB-13210,CA-2015-157812,2015-03-22,129.57,1
DB-13210,CA-2015-157812,2015-03-22,18.39,2
DB-13210,CA-2015-157812,2015-03-22,14.11,3
DB-13210,US-2016-162677,2016-03-26,119.98,4
DB-13210,US-2016-162677,2016-03-26,67.64,5
DB-13210,CA-2016-108567,2016-05-20,2.69,6
DB-13210,CA-2016-122448,2016-06-09,122.35,7
DB-13210,CA-2016-158778,2016-09-05,887.27,8
DB-13210,CA-2016-158778,2016-09-05,7.87,9
DB-13210,CA-2016-158778,2016-09-05,71.25,10
DB-13210,CA-2016-149370,2016-09-15,5.34,11
DB-13210,US-2016-134761,2016-11-30,36.19,12
DB-13210,CA-2017-152709,2017-10-07,85.52,13
DB-13210,CA-2017-109960,2017-12-09,14.94,14
DB-13210,CA-2017-109960,2017-12-09,104.88,15
DB-13210,CA-2017-109960,2017-12-09,33.72,16
DB-13210,CA-2017-109960,2017-12-09,34.70,17
DB-13210,CA-2017-165841,2017-12-21,166.44,18
DB-13210,CA-2017-165841,2017-12-21,281.97,19
DB-13270,CA-2014-107181,2014-02-04,82.90,1
DB-13270,CA-2015-118227,2015-04-24,25.99,2
DB-13270,US-2015-141453,2015-11-30,3.88,3
DB-13270,US-2016-144477,2016-08-12,37.31,4
DB-13270,CA-2016-163804,2016-12-02,72.42,5
DB-13270,CA-2016-163804,2016-12-02,629.95,6
DB-13270,CA-2016-163804,2016-12-02,2079.40,7
DB-13270,CA-2016-143609,2016-12-11,403.92,8
DB-13270,CA-2017-154011,2017-06-19,457.49,9
DB-13270,CA-2017-154011,2017-06-19,6.89,10
DB-13270,CA-2017-122504,2017-11-07,59.97,11
DB-13270,CA-2017-122504,2017-11-07,761.54,12
DB-13360,CA-2014-100972,2014-11-19,166.44,1
DB-13360,CA-2015-143882,2015-06-26,43.06,2
DB-13360,CA-2016-119123,2016-03-13,51.18,3
DB-13360,CA-2016-139556,2016-04-26,434.65,4
DB-13360,CA-2017-150623,2017-04-10,286.15,5
