Row_ID,Order_ID,Sales
3750,CA-2017-161956,879.98
3754,CA-2017-161956,841.57
3755,CA-2017-161956,354.90
3757,CA-2016-116799,563.43
3763,CA-2016-156251,241.96
3769,CA-2014-153913,1013.83
3771,CA-2016-155530,2003.52
3775,US-2014-102715,383.98
3777,US-2014-102715,335.94
3781,CA-2014-149643,273.96
3782,CA-2015-135314,269.98
3784,CA-2017-165204,720.06
3787,CA-2016-144218,1085.42
3796,US-2014-117163,333.00
3798,CA-2017-121314,251.64
3799,CA-2017-147760,523.76
3800,CA-2017-147760,1359.96
3810,CA-2015-113628,523.92
3815,CA-2016-152471,823.96
3817,CA-2015-102582,801.96
3819,CA-2015-102582,1056.86
3821,CA-2017-141873,314.35
3824,CA-2015-140984,991.20
3825,CA-2015-140984,879.98
3828,CA-2017-141733,1458.65
3830,CA-2017-141733,476.80
3834,CA-2014-105984,1049.97
3835,CA-2014-105984,611.06
3838,CA-2014-126760,911.98
3839,CA-2014-126760,674.35
3845,CA-2014-101931,480.74
3846,CA-2014-101931,617.00
3848,CA-2017-129000,501.81
3849,CA-2017-161053,691.96
3857,US-2017-105389,823.96
3859,CA-2014-140816,447.94
3860,CA-2017-154039,480.96
3866,CA-2014-124709,238.00
3869,CA-2015-132486,240.78
3873,CA-2015-132486,842.35
3883,CA-2015-129896,364.70
3889,CA-2014-100895,239.97
3890,CA-2014-100895,356.94
3891,US-2016-163881,659.90
3892,US-2016-163881,1684.75
3893,US-2016-163881,559.92
3894,US-2016-144547,279.94
3903,US-2015-119312,270.34
3905,CA-2015-167010,563.81
3907,CA-2015-167010,547.14
3911,CA-2015-167010,352.45
3912,CA-2017-126788,470.38
3915,US-2017-142573,801.60
3919,US-2017-142573,311.98
3922,CA-2016-110044,359.98
3929,CA-2016-162082,241.33
3940,US-2016-143448,1424.90
3944,US-2016-142685,835.17
3951,CA-2016-119963,255.11
3975,CA-2016-167556,414.00
3983,CA-2016-135265,287.97
3984,CA-2016-135265,2799.96
3986,CA-2016-108735,257.50
3987,CA-2017-112333,2591.56
3991,CA-2014-137589,286.34
3995,CA-2015-105627,512.94
3996,CA-2015-105627,860.93
3997,CA-2015-105627,769.95
3999,CA-2015-105627,373.08
4002,CA-2014-116834,345.00
4003,CA-2016-145730,637.90
4004,CA-2016-145730,287.91
4010,CA-2017-144463,474.43
4014,CA-2015-165624,542.94
4019,CA-2015-165624,251.91
4023,CA-2014-154963,853.93
4024,CA-2017-130764,556.67
4030,CA-2017-124296,479.97
4032,CA-2016-169957,236.88
4036,US-2016-108777,383.95
4040,CA-2014-110786,767.95
4043,CA-2014-110786,274.77
4049,US-2015-166520,599.90
4050,CA-2017-136350,276.69
4053,CA-2014-122931,409.27
4056,CA-2014-122931,1801.63
4058,CA-2014-163034,646.20
4060,CA-2015-124058,572.16
4069,CA-2014-102673,978.84
4073,CA-2015-156104,999.98
4074,US-2015-164308,821.94
4086,CA-2016-111913,302.38
4089,US-2014-156559,638.82
4094,CA-2015-102491,3080.00
4096,CA-2015-102491,587.97
4098,CA-2014-116904,404.90
4099,CA-2014-116904,9449.95
4116,CA-2016-163573,1219.96
4119,CA-2015-153416,454.86
4129,CA-2014-127299,2624.99
4137,CA-2017-105914,1575.14
4147,CA-2015-136196,322.59
4151,CA-2017-106068,259.14
4161,CA-2017-115546,539.97
4164,CA-2015-163587,671.94
4169,CA-2014-157924,433.57
4177,CA-2014-128846,629.95
4182,US-2017-136868,319.96
4184,US-2017-136868,344.91
4191,CA-2017-166709,10499.97
4193,CA-2015-150875,696.42
4194,CA-2015-150875,304.78
4198,US-2016-161683,394.82
4201,CA-2015-143105,799.98
